id	label
N3135	bitter
N3136	morning
N3137	recycle
N3138	back
N3139	back+
N3140	strong
N3141	strong_2
N3142	patient_1
N3143	answer+agent
N3144	#ac
N3145	past_2+night
N3146	crack
N3147	list–order–middle
N3148	sick/silly
N3149	blouse
N3150	mouse
N3151	rainbow
N3152	(2h)rainbow
N3153	people+audience
N3154	priority
N3155	blond
N3156	museum
N3157	macdonalds, montana
N3158	flat_m
N3159	psychiatry+agent
N3160	psychiatry++agent
N3161	brawl
N3162	drizzle
N3163	dress/clothes
N3164	paper–check/card
N3165	die
N3166	prince
N3167	roman, rose queen, seatbelt
N3168	finger
N3169	flat/floor
N3170	(1h)good/thank–you+(1h)morning
N3171	hell
N3172	(2h)hell
N3173	(1h)happy+new+year
N3174	(1h)happy++new+year
N3175	second–in–list
N3176	second–in–list_2
N3177	specialty
N3178	(b)specialty
N3179	identification
N3180	like+(1h)neg
N3181	bone
N3182	poison, skeleton
N3183	eighty–eight
N3184	order
N3185	(2h)order
N3186	crash
N3187	(5)crash
N3188	fall–in–love
N3189	fall–in–love+
N3190	#po
N3191	airplane+agent
N3192	airplane++agent
N3193	bent–l
N3194	give–up
N3195	fire/burn
N3196	fire
N3197	(2h)alt.fire+
N3198	good+lucky
N3199	next
N3200	thief
N3201	feather
N3202	from–now–on
N3203	therefore
N3204	power
N3205	cent+twenty–five
N3206	adventurous/sneaky
N3207	(1h)good/thank–you+night
N3208	couch
N3209	out
N3210	go_out
N3211	outdoor, outside
N3212	put–on–ring
N3213	soda
N3214	five–months
N3215	(r)show+agent
N3216	work
N3217	work+++
N3218	work_2
N3219	touch
N3220	eighty–nine
N3221	dim
N3222	dim_2
N3223	phone+hang–up–phone
N3224	old+ninety–nine
N3225	coffee+
N3226	mop
N3227	(x–over–thumb)mop
N3228	#co
N3229	agree
N3230	self–2p
N3231	self–2p+
N3232	up–ahead
N3233	blow–up
N3234	fs–beaver
N3235	four
N3236	cloud_1
N3237	take–subway
N3238	valley
N3239	visualize
N3240	dream, envision, imagine
N3241	so–so
N3242	car+trunk
N3243	engineering
N3244	semester
N3245	get–close
N3246	blood
N3247	away
N3248	mosquito
N3249	bee, bee sting, bug bite, sting, stung
N3250	cross–my–heart
N3251	trumpet
N3252	put–on–hearing–aid
N3253	whew/relieved
N3254	(nd–b–l)minute
N3255	camera–flash
N3256	camera–flash_2
N3257	every–saturday
N3258	thirty
N3259	dish
N3260	every–sunday
N3261	send/mail
N3262	#1p–send/mail:j
N3263	globe
N3264	quiet
N3265	nose+opposite
N3266	percent
N3267	side
N3268	spit
N3269	find/find–out
N3270	mirror
N3271	blink/wink
N3272	temple
N3273	temple+
N3274	sew
N3275	ns–bulgaria
N3276	fire+place
N3277	small
N3278	small+
N3279	ns–fort–worth–dallas
N3280	transportation
N3281	ns–nat–jerusalem
N3282	should
N3283	should+
N3284	cop+research
N3285	cop++research++
N3286	word
N3287	word+
N3288	ns–washington
N3289	ns–washington+
N3290	chew
N3291	chew+
N3292	use–sign–language
N3293	(2h)alt.use–sign–language+
N3294	(2h)alt.use–sign–language
N3295	ns–#kc
N3296	accept
N3297	water–pump
N3298	(1h)water–pump+
N3299	ns–netherlands
N3300	ns–africa
N3301	ring+
N3302	ns–golden–arches
N3303	(2h)ns–golden–arches
N3304	butterfly
N3305	butterfly+
N3306	butterfly+++
N3307	dresser
N3308	(s)dresser+
N3309	(s)dresser
N3310	drawer
N3311	gang+scl:cgroup_go_together
N3312	gang+++scl:cgroup go together
N3313	midnight
N3314	midnight+
N3315	squirrel
N3316	squirrel++
N3317	one+more
N3318	one+more++
N3319	(s)purse
N3320	(s)purse+
N3321	school
N3322	school+
N3323	juggle
N3324	juggle+
N3325	float
N3326	float+
N3327	ns–mickey–mouse
N3328	(2h)horse+++
N3329	(2h)horse
N3330	(2h)horse+
N3331	traffic
N3332	traffic+
N3333	talk–to–self
N3334	ns–germany
N3335	(1)tornado+
N3336	button
N3337	button++
N3338	lollipop
N3339	lollipop+
N3340	bath+dcl:crvd–bbig_round_tub
N3341	bath+dcl:crvd–bbig round tub
N3342	height_2
N3343	height_2+
N3344	window+
N3345	dclthick_strip
N3346	dclthick strip
N3347	classifiers
N3348	vein
N3349	vein+
N3350	ns–nat–hong–kong
N3351	action
N3352	action++
N3353	boot
N3354	boot+
N3355	monday
N3356	monday+
N3357	experience
N3358	experience+
N3359	tattle
N3360	(1h)tattle++
N3361	(1h)tattle
N3362	pay/spend
N3363	(flat–o)pay/spend++
N3364	fork
N3365	fork+
N3366	(4)fork
N3367	wisdom
N3368	wine
N3369	wine+
N3370	grapes
N3371	subscribe
N3372	subscribe+
N3373	tattoo
N3374	tattoo+
N3375	bed+cushion
N3376	bed+cushion+++
N3377	camera
N3378	camera+
N3379	freshman
N3380	freshman+
N3381	hope
N3382	hope+
N3383	purple
N3384	purple+
N3385	sometimes
N3386	sometimes+
N3387	red+dclface
N3388	poor
N3389	poor+
N3390	asia
N3391	elbow back
N3392	dragon
N3393	dragon+
N3394	ns–singapore
N3395	struggle
N3396	struggle+
N3397	iclpeeling_with_knife
N3398	iclpeeling with knife+
N3399	ns–colorado
N3400	pack
N3401	pack+
N3402	to pack
N3403	wheel
N3404	wheel+
N3405	(1h)responsibility+
N3406	liability, responsible
N3407	ns–nat–china
N3408	run–machine
N3409	run–machine++
N3410	stand
N3411	stand+
N3412	ns–ireland
N3413	cute+dclcane
N3414	cute++dclcane
N3415	scl:fsmall_circle
N3416	(2h)scl:fsmall circle
N3417	iclpeeling_an_orange
N3418	iclpeeling an orange+
N3419	(l–x)thick
N3420	ns–portugal
N3421	ns–nat–denmark
N3422	ns–nat–bombay
N3423	ns–boston
N3424	fix
N3425	fix++
N3426	function
N3427	function+
N3428	factory
N3429	ns–athens
N3430	heart+heart–beat
N3431	heart+heart–beat++
N3432	reason
N3433	reason+
N3434	pay–attention
N3435	pay–attention+
N3436	experiment
N3437	experiment+
N3438	lecture
N3439	lecture+
N3440	pound/weigh
N3441	pound/weigh+
N3442	ns–greece
N3443	rooster
N3444	rooster+
N3445	sit+dcl:crvd–bcouch_shaped_object
N3446	sit++dcl:crvd–bcouch shaped object
N3447	movie
N3448	(nd–1)movie+
N3449	scl:vperson_falling_in_place
N3450	scl:vperson falling in place
N3451	list–order–pinky
N3452	list–order–pinky+
N3453	climb
N3454	climb+
N3455	ns–new–york
N3456	ns–new–york_2
N3457	milk–cow
N3458	milk–cow+
N3459	microwave
N3460	microwave+
N3461	ns–nat–germany
N3462	lcl:b–lreceive_from_heaven+book
N3463	lcl:b–lreceive from heaven+book
N3464	ns–china
N3465	list–order–ix
N3466	list–order–ix+
N3467	monkey+
N3468	bird+peck
N3469	bird++peck+
N3470	ns–quebec
N3471	deer
N3472	deer+
N3473	ns–bangladesh
N3474	weather
N3475	weather++
N3476	harmonica
N3477	harmonica+
N3478	blow into, flute, music instrument, pan flute
N3479	ns–montana
N3480	horse+icl:sholding_moving_pole
N3481	horse+icl:sholding moving pole+
N3482	twenty
N3483	twenty+
N3484	check_list
N3485	check_list++
N3486	dclrough_surface
N3487	dclrough surface
N3488	poetry
N3489	poetry+
N3490	iclpeeling_skin
N3491	iclpeeling skin+
N3492	child
N3493	(1h)children+
N3494	(1h)children
N3495	trouble
N3496	trouble+
N3497	trouble++
N3498	doubt
N3499	relay–operator
N3500	relay–operator+
N3501	encourage
N3502	encourage+
N3503	evaluate+
N3504	evaluation, experience, experiment
N3505	ns–nat–jamaica
N3506	ns–puerto–rico_2
N3507	twelve
N3508	twelve+
N3509	star
N3510	star+
N3511	ns–nat–canada
N3512	nephew+
N3513	niece
N3514	dclpile
N3515	heap
N3516	sign
N3517	sign+
N3518	sign (sign language)
N3519	think–about
N3520	think–about+
N3521	ns–mcdonald
N3522	research
N3523	(r)research++
N3524	light–weight
N3525	light–weight+
N3526	ns–miami
N3527	twenty–one
N3528	twenty–one+
N3529	isolated
N3530	isolated+
N3531	lonely
N3532	play
N3533	play+
N3534	sports
N3535	ns–gallaudet
N3536	elastic
N3537	elastic+
N3538	ns–london
N3539	ns–#sf
N3540	mow
N3541	mow+
N3542	ns–nat–japan
N3543	ns–africa+ns–america+agent
N3544	commute
N3545	commute+
N3546	accuse, blame, transport, trip
N3547	ns–france
N3548	gray
N3549	gray++
N3550	ski
N3551	ski+
N3552	ns–charlotte
N3553	ns–puerto–rico
N3554	shore
N3555	shore+
N3556	ice–cream
N3557	ice–cream+
N3558	exploit
N3559	exploit+
N3560	wednesday
N3561	wednesday+
N3562	friday
N3563	(p)penis
N3564	(p)penis+
N3565	tap–dance
N3566	tap–dance+
N3567	see–saw
N3568	see–saw+
N3569	suitcase
N3570	suitcase+
N3571	excited
N3572	excited+
N3573	roller–skate
N3574	roller–skate+
N3575	list–order–ring
N3576	list–order–ring+
N3577	wag
N3578	wag++++
N3579	ns–nigeria
N3580	dclsteam_rising
N3581	dclsteam rising
N3582	boy+dclround_flat
N3583	boy+dclround flat
N3584	speech/oral
N3585	(o)speech/oral+
N3586	#ha–ha
N3587	#ha–ha+
N3588	ns–egypt
N3589	tobacco
N3590	tobacco+
N3591	chew tobacco, smirk
N3592	interpret
N3593	interpret+
N3594	direct
N3595	direct+
N3596	work–out
N3597	metal
N3598	metal+
N3599	garbage, silver, steel, stone, trash
N3600	abuse
N3601	abuse+
N3602	ns–columbia
N3603	flexible
N3604	flexible+
N3605	music++
N3606	story
N3607	(crvd–b)story+
N3608	(crvd–b)story
N3609	fantasy
N3610	fantasy+
N3611	fantasize, hair coloring
N3612	ns–nat–guatemala
N3613	ns–nat–cuba
N3614	gold/ns–california+yellow
N3615	church
N3616	church+
N3617	(w)war
N3618	army
N3619	commotion
N3620	stitch
N3621	stitch+
N3622	(b–l)napkin
N3623	(b–l)napkin+
N3624	roommate
N3625	roommate+
N3626	(a)ns–africa
N3627	dictionary
N3628	dictionary++
N3629	dictionary+
N3630	dye
N3631	dye+
N3632	to dye
N3633	ns–nat–finland
N3634	(m)money+
N3635	money+
N3636	ponder
N3637	(1h)ponder+
N3638	possible
N3639	consider, contemplate, meditate, muddle over, ponder, ruminate
N3640	ns–israel
N3641	zipper
N3642	zipper+
N3643	(a)ns–africa+ns–america+agent
N3644	ns–nat–greece
N3645	phone
N3646	phone+
N3647	puzzle/push–buttons
N3648	puzzle/push–buttons++
N3649	high–heels
N3650	high–heels+
N3651	erect
N3652	ns–fs–dallas
N3653	loudspeaker
N3654	loudspeaker+
N3655	magazine
N3656	magazine+
N3657	flow
N3658	flow+
N3659	horse+ride–on
N3660	horse+ride–on+
N3661	mosque
N3662	mosque+
N3663	dclcan+iclopen_can
N3664	dclcan+iclopen can
N3665	carry–suitcase
N3666	carry–suitcase++
N3667	noise
N3668	noise+
N3669	water+scl:5waterfall
N3670	water++scl:5waterfall
N3671	opinion
N3672	opinion+
N3673	wow
N3674	wow+
N3675	(y)wow
N3676	wheelchair_2
N3677	wheelchair_2+
N3678	wheelchair
N3679	(1h)wheelchair++
N3680	smell
N3681	smell+
N3682	cripple
N3683	cripple+
N3684	rowing
N3685	rowing+
N3686	slave
N3687	slave+
N3688	stepladder
N3689	stepladder++
N3690	ns–nat–mexico
N3691	do
N3692	do+
N3693	machine+
N3694	pocket
N3695	pocket+
N3696	(2h)pocket
N3697	patronize/frequent
N3698	patronize/frequent++
N3699	gum
N3700	gum+
N3701	time+dclcircular_object
N3702	time++dclcircular object
N3703	time+dclcircular object
N3704	organ–music
N3705	organ–music+
N3706	ns–america
N3707	ns–america+
N3708	engine
N3709	engine+
N3710	light
N3711	light+
N3712	party
N3713	(p)party+
N3714	scl:vperson_falling_forward
N3715	scl:vperson falling forward
N3716	nibble
N3717	nibble++
N3718	warn++
N3719	warn+
N3720	icl:shandling_something_long_and_narrow
N3721	icl:shandling something long and narrow+
N3722	dcl:crvd–5tall_wide_cylindrical_object+handle
N3723	dcl:crvd–5tall wide cylindrical object+handle
N3724	carrot_2
N3725	carrot_2+
N3726	carrot_2++
N3727	turtle+
N3728	know
N3729	know+
N3730	trigonometry
N3731	trigonometry+
N3732	ns–nat–beijing
N3733	rolling
N3734	rolling+
N3735	leak
N3736	leak+++
N3737	ns–italy
N3738	ns–island–haiti
N3739	trip
N3740	trip+
N3741	junior_2
N3742	junior_2++
N3743	tree+dclbranch
N3744	sky
N3745	climbing–rocks
N3746	climbing–rocks++
N3747	emotion++
N3748	emotional
N3749	white
N3750	white+
N3751	ns–nat–malaysia
N3752	ns–nat–sri–lanka
N3753	fourteen
N3754	fourteen+
N3755	alcohol
N3756	alcohol+
N3757	flat_horns
N3758	pitch–a–ball
N3759	pitch–a–ball+
N3760	ns–jesus
N3761	ns–santa–claus
N3762	menstruate
N3763	menstruate+
N3764	tease
N3765	tease+
N3766	joke, just kidding, kidding
N3767	ns–switzerland
N3768	air–pump
N3769	air–pump++
N3770	scl:vperson_rolling_around
N3771	scl:vperson rolling around
N3772	elbow
N3773	elbow+
N3774	financial
N3775	financial+
N3776	spin
N3777	spin+
N3778	economic
N3779	economic+
N3780	ns–nat–pakistan
N3781	ns–dallas
N3782	feel
N3783	(2h)feel+
N3784	feel+
N3785	soap++
N3786	soap+
N3787	junior_3
N3788	(rd)junior_3++
N3789	ns–nat–jordan
N3790	ns–washington+fs–dc
N3791	flashlight_2
N3792	flashlight_2++
N3793	dentist+
N3794	ns–nat–indonesia
N3795	dclt+volunteer/shirt
N3796	fs–mayo+iclspread_with_knife
N3797	fs–mayo+iclspread with knife
N3798	once–in–a–while
N3799	once–in–a–while+
N3800	z
N3801	water+dclround_flat
N3802	water++dclround flat
N3803	doubt+
N3804	#if
N3805	#if+
N3806	water+sprinkler
N3807	water++sprinkler++
N3808	pickle
N3809	pickle+
N3810	pickle_2
N3811	pineapple
N3812	candy, pickle, protein, vegetable
N3813	throat–hurt
N3814	throat–hurt+
N3815	size
N3816	size+
N3817	(m)ns–mexico
N3818	model
N3819	(m)model+
N3820	chat
N3821	chat+
N3822	wrist
N3823	wrist+
N3824	vodka
N3825	(v)vodka
N3826	ns–coke
N3827	motorcycle
N3828	motorcycle+
N3829	ns–costa–rica
N3830	cut–fabric
N3831	cut–fabric++
N3832	doorbell
N3833	(1h)doorbell+
N3834	screen/filter+window
N3835	screen/filter++window+
N3836	applause
N3837	applause+
N3838	dcl:crvd–5tall_wide_cylindrical_object
N3839	dcl:crvd–5tall wide cylindrical object
N3840	eleven
N3841	ns–iran
N3842	summer+
N3843	ns–richmond
N3844	animal+
N3845	search–for
N3846	search–for+
N3847	which
N3848	which+
N3849	table
N3850	table+
N3851	abstract
N3852	abstract+
N3853	dclthin_cylindrical_object
N3854	dclthin cylindrical object
N3855	yes+
N3856	really+poss:i
N3857	really+poss:i+
N3858	enough
N3859	enough+
N3860	tape–recording
N3861	tape–recording+
N3862	vacuum
N3863	vacuum+
N3864	roast marshmallows
N3865	melon/pumpkin
N3866	melon/pumpkin+
N3867	tank–top
N3868	tank–top+
N3869	potato+
N3870	chips, potato chip
N3871	lungs
N3872	lungs+
N3873	cane
N3874	(2h)cane++
N3875	(u)knife+
N3876	(u)knife
N3877	bill/owe
N3878	bill/owe–1p++
N3879	marijuana
N3880	marijuana+
N3881	rubber
N3882	rubber+
N3883	loose
N3884	loose+
N3885	ns–russia
N3886	peach+
N3887	twenty–three
N3888	twenty–three++
N3889	aggressive
N3890	aggressive+
N3891	eat+sell
N3892	eat++sell+
N3893	car+dclcurved_surface
N3894	car+dclcurved surface
N3895	dusting
N3896	dusting+
N3897	(2h)dusting
N3898	alarm
N3899	alarm+
N3900	xylophone
N3901	xylophone+++
N3902	ns–portugal_2
N3903	pear
N3904	pear+
N3905	tracing+contour&–
N3906	#0&dactyl
N3907	#0+0&–
N3908	ns–scotland
N3909	sauce
N3910	sauce+
N3911	money+trade
N3912	money++trade+
N3913	competition
N3914	competition+
N3915	oh–i–see
N3916	oh–i–see++
N3917	weak
N3918	weak+
N3919	immature
N3920	immature+
N3921	tall_2
N3922	ns–nat–thailand
N3923	hot–spicy
N3924	hot–spicy++
N3925	play–around
N3926	play–around+
N3927	brush–teeth
N3928	brush–teeth+
N3929	brush–teeth_2
N3930	ns–fs–coke
N3931	dry–cereal
N3932	dry–cereal+
N3933	toothbrush
N3934	toothbrush+
N3935	scout
N3936	scout+
N3937	boy scout/girl scout
N3938	here
N3939	here+
N3940	shorts+
N3941	psychology
N3942	psychology+
N3943	for–for
N3944	for–for+
N3945	paper+
N3946	nut
N3947	nut+
N3948	freshman_2
N3949	(rd)freshman_2+
N3950	gorilla+
N3951	discuss
N3952	discuss+
N3953	take–pill
N3954	take–pill+
N3955	texting
N3956	texting+
N3957	cushion
N3958	cushion+
N3959	screen/filter
N3960	screen/filter+
N3961	interview
N3962	interview+
N3963	dizzy
N3964	dizzy+
N3965	military
N3966	military+
N3967	pcl:5–c–lcrowd
N3968	ns–philadelphia
N3969	ns–#fla
N3970	ns–north–america
N3971	steam
N3972	steam+
N3973	bath, buildings, crowd, diversity, dust eruption, explosion, flood, packed, steam
N3974	volleyball+
N3975	cocked–7.png
N3976	volleyball_2
N3977	tennis
N3978	lipstick
N3979	lipstick+
N3980	duty
N3981	duty+
N3982	mrp
N3983	cough_2
N3984	cough_2+
N3985	front
N3986	front+
N3987	handsome/ns–hawaii_2
N3988	handsome/ns–hawaii_2+
N3989	ns–jesus+agent
N3990	ns–nat–netherlands
N3991	cabinet
N3992	cabinet+
N3993	cupboard, look through closet, pull apart, read intensely, take away
N3994	water+melon/pumpkin
N3995	water++melon/pumpkin+
N3996	water+melon/pumpkin+
N3997	ground+area_2
N3998	chocolate+
N3999	dcl:crvd–vcouch_shaped_object
N4000	dcl:crvd–bcouch shaped object
N4001	ns–nat–trinidad–and–tobago
N4002	grass+
N4003	wood
N4004	wood+
N4005	register
N4006	register+
N4007	(u)register
N4008	eat
N4009	(2h)alt.eat+
N4010	neutral+
N4011	ns–pepsi
N4012	comb
N4013	comb+
N4014	pneumonia
N4015	pneumonia+
N4016	wrench/plumbing
N4017	wrench/plumbing+
N4018	q
N4019	popcorn+
N4020	ns–europe
N4021	ns–baltimore
N4022	wash–face
N4023	(b–l)wash–face+
N4024	(1h)wash–face
N4025	pipe
N4026	pipe+
N4027	drink alcohol, iphone, smoke pipe
N4028	rabbit+
N4029	ns–nat–russia
N4030	throat
N4031	throat+
N4032	algebra
N4033	algebra+
N4034	grad
N4035	grad+
N4036	jumprope
N4037	jumprope+
N4038	generations–ago
N4039	generations–ago+
N4040	ns–nat–bolivia
N4041	o–2–horns
N4042	leaf
N4043	leaf+
N4044	ns–chicago
N4045	senior
N4046	senior+
N4047	washing–machine+soap
N4048	washing–machine+soap+
N4049	statistics
N4050	car+engine
N4051	car+engine+
N4052	worm
N4053	worm+++
N4054	mind+
N4055	ns–#vn
N4056	ns–colorado_2
N4057	worry
N4058	worry++
N4059	scl:3vehicle+dcl:1speedometer
N4060	scl:3vehicle++dcl:1speedometer
N4061	game
N4062	game+
N4063	physics
N4064	physics+
N4065	tree+dclbranches
N4066	tree+dclbranches+++
N4067	ns–america+sign+language
N4068	wallet
N4069	wallet+
N4070	purse
N4071	purse+
N4072	make–bubbles
N4073	make–bubbles+
N4074	sticky
N4075	(1h)sticky++
N4076	runny–nose
N4077	runny–nose++
N4078	sorry
N4079	sorry+
N4080	ns–#la
N4081	take–notes
N4082	take–notes++
N4083	social/interact
N4084	social/interact+
N4085	(5)social/interact
N4086	alone
N4087	alone+
N4088	funeral
N4089	funeral+
N4090	meeting
N4091	meeting+
N4092	ns–nat–australia
N4093	south+(a)ns–africa
N4094	impossible+
N4095	harp
N4096	(nd–s)harp+
N4097	figure–out
N4098	figure–out+
N4099	screwdriver
N4100	(r)screwdriver+
N4101	screw
N4102	pillow
N4103	pillow+
N4104	penguin
N4105	penguin+
N4106	industry
N4107	industry+
N4108	pulsate
N4109	pulsate++
N4110	hockey
N4111	hockey+
N4112	ferris–wheel/fair
N4113	ferris–wheel/fair+
N4114	noon
N4115	noon+
N4116	hairbrush
N4117	hairbrush+
N4118	date/dessert
N4119	date/dessert+
N4120	music–record
N4121	music–record+
N4122	marching
N4123	marching+
N4124	trophy
N4125	trophy+
N4126	kangaroo
N4127	kangaroo+
N4128	contact
N4129	contact+
N4130	calculator
N4131	calculator+
N4132	easy
N4133	easy+
N4134	ns–asia
N4135	(a)ns–asia
N4136	hearing
N4137	hearing+
N4138	jewish
N4139	jewish+
N4140	gravy
N4141	wash–hands
N4142	(b–l)wash–hands+
N4143	rat
N4144	rat+
N4145	cheese
N4146	maybe
N4147	maybe+
N4148	save–money
N4149	captions
N4150	captions+
N4151	tiptoe
N4152	(bent–1)tiptoe+
N4153	(bent–1)tiptoe
N4154	niece+
N4155	hearing–aid
N4156	hearing–aid+
N4157	bpcl:btapping_foot
N4158	bpcl:btapping foot+
N4159	hurry
N4160	hurry+
N4161	exaggerate
N4162	exaggerate+
N4163	pat–on–back
N4164	pat–on–back++
N4165	ns–#hi
N4166	ns–nat–hungary
N4167	every–month/rent
N4168	every–month/rent+
N4169	ns–arizona
N4170	sprinkler
N4171	sprinkler+
N4172	magnet_2
N4173	magnet_2+
N4174	pity
N4175	pity+
N4176	obese
N4177	obese+
N4178	height
N4179	height+
N4180	ns–india
N4181	library
N4182	library+
N4183	ladder
N4184	ladder+
N4185	dcl:1speedometer
N4186	lotion
N4187	lotion++
N4188	ns–#sd
N4189	grapes++
N4190	same–old
N4191	same–old+
N4192	torture
N4193	torture+
N4194	crown+dcl:4coronet
N4195	hear+noise
N4196	hear+noise+
N4197	icl:cpouring_over
N4198	icl:cpouring over
N4199	either
N4200	either+
N4201	pray
N4202	(b–l)pray+
N4203	(b–l)pray
N4204	ns–color+fs–do
N4205	lutheran
N4206	lutheran+
N4207	swing
N4208	swing+
N4209	cradling, hammock, leaf falling, rock, rocking, skateboard, stingray, sway, water, cl–bent–surface
N4210	ear–hurt
N4211	ear–hurt+
N4212	lined–paper
N4213	lined–paper+
N4214	remind
N4215	remind++
N4216	compare
N4217	compare+
N4218	lonely+
N4219	conduct–music
N4220	conduct–music+
N4221	salad
N4222	salad+
N4223	spicy
N4224	spicy+
N4225	saw
N4226	saw+
N4227	pump, stab
N4228	hallucinate
N4229	hallucinate+
N4230	stealthy
N4231	stealthy+
N4232	sugar/sweet
N4233	sugar/sweet+
N4234	water+river_2
N4235	symbol
N4236	symbol+
N4237	equal
N4238	equal+
N4239	even, fair
N4240	if
N4241	if++
N4242	surface
N4243	surface+
N4244	people+
N4245	car+dcllong_flat_surface
N4246	car+dcllong flat surface
N4247	ns–lincoln
N4248	pineapple+
N4249	geometry
N4250	geometry+
N4251	imagine
N4252	imagine+
N4253	ideas, imaginary, imagination, spew ideas
N4254	trombone
N4255	trombone+
N4256	headache
N4257	headache+
N4258	pitcher_2
N4259	pitcher_2+
N4260	(y)pitcher_2
N4261	invest
N4262	invest+
N4263	vagina
N4264	vagina+
N4265	ns–nat–amsterdam
N4266	sophisticated
N4267	sophisticated++
N4268	posh, snotty, sophisticated, stuck up
N4269	pirate
N4270	pirate+
N4271	mean_1
N4272	iron–clothes
N4273	iron–clothes++
N4274	(1h)iron–clothes
N4275	communicate
N4276	communicate+
N4277	ns–houston
N4278	go–steady
N4279	(1)go–steady+
N4280	native
N4281	native+
N4282	list–order–thumb
N4283	list–order–thumb+
N4284	octopus
N4285	octopus+
N4286	thumbtack/button
N4287	thumbtack/button+
N4288	lunch
N4289	lunch+
N4290	book–page
N4291	book–page+
N4292	car+dcl:1speedometer
N4293	caterpillar
N4294	caterpillar+
N4295	balance
N4296	balance+
N4297	ns–sweden
N4298	wash+
N4299	napkin
N4300	napkin+
N4301	cued speech
N4302	pass–down
N4303	pass–down+
N4304	dribble
N4305	dribble++
N4306	drum, knock, shopping
N4307	dribble ball
N4308	fancy
N4309	fancy+
N4310	country
N4311	(y)country+
N4312	whale_2
N4313	whale_2+
N4314	heart+beat
N4315	heart+beat_4+
N4316	ns–england/english
N4317	biology
N4318	biology+
N4319	ns–moses
N4320	boxing
N4321	boxing+
N4322	gas
N4323	heart–beat
N4324	heart–beat++
N4325	diamond++
N4326	time++
N4327	train++
N4328	story–tell
N4329	story–tell+
N4330	ns–australia
N4331	formerly
N4332	formerly+
N4333	dcllong_stringed_hanging_object
N4334	dcllong stringed hanging object
N4335	heredity
N4336	heredity+
N4337	j
N4338	ns–pinocchio
N4339	friday+
N4340	rake
N4341	rake+
N4342	worth
N4343	worth+
N4344	worth++
N4345	ns–nat–brazil
N4346	mouse/fiction
N4347	mouse/fiction+
N4348	not–yet
N4349	not–yet+
N4350	steps
N4351	steps++
N4352	water+bcldrinking_from_a_water_fountain
N4353	water+bcldrinking from a water fountain
N4354	flashlight
N4355	flashlight+
N4356	crazy
N4357	(5)crazy+
N4358	cuckoo, insane, loco, mentally ill, mindless, psycho, wacko
N4359	devil/mischievous
N4360	(2h)devil/mischievous+
N4361	(2h)devil/mischievous
N4362	strip
N4363	strip+
N4364	shake–by–hands
N4365	shake–by–hands+
N4366	scl:vperson_walking_up_ladder
N4367	scl:vperson walking up ladder
N4368	ns–nat–austria
N4369	vanilla
N4370	(1h)vanilla+
N4371	scooter
N4372	scooter++
N4373	pants
N4374	pants+
N4375	slack
N4376	ns–nat–poland
N4377	how
N4378	how+
N4379	knock
N4380	knock+
N4381	orange+
N4382	ketchup
N4383	ketchup+
N4384	ns–texas
N4385	vague
N4386	vague+
N4387	strip–paint
N4388	strip–paint++
N4389	meat
N4390	meat+
N4391	pager
N4392	pager+
N4393	manage/control
N4394	manage/control+
N4395	tempt
N4396	tempt+
N4397	tutor
N4398	tutor+
N4399	ns–burger–king
N4400	gang
N4401	gang+
N4402	tournament
N4403	correspond
N4404	correspond++
N4405	flag+
N4406	urge
N4407	urge+
N4408	junior
N4409	junior+
N4410	junior (class standing)
N4411	glasses_2
N4412	glasses_2+
N4413	preach
N4414	preach+
N4415	smelly
N4416	smelly++
N4417	iclshaking_out
N4418	iclshaking out+
N4419	presbyterian
N4420	presbyterian+
N4421	ns–el–salvador
N4422	ns–nat–korea
N4423	car–horn
N4424	car–horn+
N4425	one–more
N4426	one–more++
N4427	snorkel
N4428	snorkel+
N4429	lemon, lunch
N4430	eat+buy
N4431	eat+buy++
N4432	lemon+
N4433	glasses
N4434	glasses+
N4435	lobster+
N4436	lobster_2
N4437	talk–over
N4438	talk–over++
N4439	ns–belgium
N4440	disgust
N4441	disgust+
N4442	pcl:5coming_in
N4443	pcl:5coming in
N4444	guitar
N4445	guitar++
N4446	wash–dish
N4447	wash–dish+
N4448	candy+dclcane
N4449	candy++dclcane
N4450	erase–board
N4451	erase–board+
N4452	remind–2p
N4453	remind–2p+
N4454	(l)leather
N4455	(l)leather+
N4456	think–over
N4457	think–over+
N4458	ns–pittsburgh/maine
N4459	dclflat_stack
N4460	dclflat stack
N4461	history+
N4462	scold
N4463	scold+
N4464	bad, chide, naughty, shame, shame on you, tsk
N4465	marionette
N4466	marionette+
N4467	puppet
N4468	marionette, pick up
N4469	lap
N4470	lap+
N4471	zits
N4472	zits+
N4473	concern
N4474	concern+
N4475	ns–nat–chile
N4476	swim
N4477	swim+
N4478	suspect
N4479	suspect+
N4480	ns–new–orleans
N4481	ns–nat–shanghai
N4482	(2h)horse+icl:sholding_moving_pole
N4483	(2h)horse++icl:sholding moving pole+
N4484	progress
N4485	progress+
N4486	ns–central–america
N4487	almost
N4488	almost+
N4489	calculus
N4490	calculus+
N4491	protestant
N4492	protestant+
N4493	shears/shave
N4494	shears/shave+
N4495	sit+dcl:crvd–ucouch_shaped_object
N4496	sit+dcl:crvd–ucouch shaped object
N4497	ns–jesus+book
N4498	puppet+
N4499	embarrass
N4500	embarrass+
N4501	math+
N4502	cereal
N4503	cereal++
N4504	ns–paris
